fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,quality
10.3,0.32,0.45,6.4,73.0,5.0,13.0,9.976,3.23,0.82,12.6,red,8.0
8.9,0.4,0.32,5.6,87.0,10.0,47.0,9.991,3.38,0.77,10.5,red,7.0
11.4,0.26,0.44,3.6,71.0,6.0,19.0,9.986,3.12,0.82,9.3,red,6.0
7.7,0.27,0.68,3.5,358.0,5.0,10.0,9.972,3.25,1.08,9.9,red,7.0
7.6,0.52,0.12,3.0,67.0,12.0,53.0,9.971,3.36,0.57,9.1,red,5.0
8.9,0.4,0.32,5.6,87.0,10.0,47.0,9.991,3.38,0.77,10.5,red,7.0
9.9,0.59,0.07,3.4,102.0,32.0,71.0,100.015,3.31,0.71,9.8,red,5.0
9.9,0.59,0.07,3.4,102.0,32.0,71.0,100.015,3.31,0.71,9.8,red,5.0
12.0,0.45,0.55,2.0,73.0,25.0,49.0,9.997,3.1,0.76,10.3,red,6.0
7.5,0.4,0.12,3.0,92.0,29.0,53.0,9.967,3.37,0.7,10.3,red,6.0
8.7,0.52,0.09,2.5,91.0,20.0,49.0,9.976,3.34,0.86,10.6,red,7.0
11.6,0.42,0.53,3.3,105.0,33.0,98.0,1.001,3.2,0.95,9.2,red,5.0
8.7,0.52,0.09,2.5,91.0,20.0,49.0,9.976,3.34,0.86,10.6,red,7.0
11.0,0.2,0.48,2.0,343.0,6.0,18.0,9.979,3.3,0.71,10.5,red,5.0
None,0.55,0.23,2.7,91.0,18.0,48.0,9.994,3.22,0.64,10.3,red,6.0
6.9,0.36,0.25,2.4,98.0,5.0,16.0,9.964,3.41,0.6,10.1,red,6.0
13.3,0.34,0.52,3.2,94.0,17.0,53.0,1.2014,3.05,0.81,9.5,red,6.0
10.8,0.5,0.46,2.5,73.0,5.0,27.0,1.2001,3.05,0.64,9.5,red,5.0
10.6,0.83,0.37,2.6,86.0,26.0,70.0,9.981,3.16,0.52,9.9,red,5.0
7.1,0.63,0.06,2.0,83.0,8.0,29.0,99.855,3.67,0.73,9.6,red,5.0
7.2,0.65,0.02,2.3,94.0,5.0,31.0,9.993,3.67,0.8,9.7,red,5.0
6.9,0.67,0.06,2.1,0.08,8.0,33.0,99.845,3.68,0.71,9.6,red,5.0
7.5,0.53,0.06,2.6,86.0,20.0,44.0,9.965,3.38,0.59,10.7,red,6.0
11.1,0.18,0.48,1.5,68.0,7.0,15.0,9.973,3.22,0.64,10.1,red,6.0
8.3,705.0,0.12,2.6,92.0,12.0,28.0,9.994,3.51,0.72,10,red,5.0
7.4,0.67,0.12,1.6,186.0,5.0,21.0,996.0,3.39,0.54,9.5,red,5.0
8.4,0.65,0.6,2.1,112.0,12.0,90.0,9.973,3.2,0.52,9.2,red,5.0
10.3,0.53,0.48,2.5,63.0,6.0,25.0,9.998,3.12,0.59,9.3,red,6.0
7.6,0.62,0.32,2.2,82.0,7.0,54.0,9.966,3.36,0.52,9.4,red,5.0
10.3,0.41,0.42,2.4,213.0,6.0,14.0,9.994,3.19,0.62,9.5,red,6.0
10.3,0.43,0.44,2.4,214.0,5.0,12.0,9.994,3.19,0.63,9.5,red,6.0
7.4,0.29,0.38,1.7,62.0,9.0,30.0,9.968,3.41,0.53,9.5,red,6.0
10.3,0.53,0.48,2.5,63.0,6.0,25.0,9.998,3.12,0.59,9.3,red,6.0
7.9,0.53,0.24,2.0,72.0,15.0,105.0,996.0,3.27,0.54,9.4,red,6.0
9.0,0.46,0.31,2.8,93.0,19.0,98.0,99.815,3.32,0.63,9.5,red,6.0
8.6,0.47,0.3,3.0,76.0,30.0,135.0,9.976,3.3,0.53,9.4,red,5.0
7.4,0.36,0.29,2.6,87.0,26.0,72.0,99.645,3.39,0.68,11,red,5.0
7.1,0.35,0.29,2.5,96.0,20.0,53.0,9.962,3.42,0.65,11,red,6.0
9.6,0.56,0.23,3.4,102.0,37.0,92.0,9.996,3.3,0.65,10.1,red,5.0
9.6,0.77,0.12,2.9,82.0,30.0,74.0,99.865,3.3,0.64,10.4,red,6.0
9.8,0.66,0.39,3.2,83.0,21.0,59.0,9.989,3.37,0.71,11.5,red,7.0
9.6,0.77,0.12,2.9,82.0,30.0,74.0,99.865,3.3,0.64,10.4,red,6.0
9.8,0.66,0.39,3.2,83.0,21.0,59.0,9.989,3.37,0.71,11.5,red,7.0
9.3,0.61,0.26,3.4,0.09,25.0,87.0,99.975,3.24,0.62,9.7,red,5.0
7.8,0.62,0.05,2.3,79.0,6.0,18.0,99.735,3.29,0.63,9.3,red,5.0
10.3,0.59,0.42,2.8,0.09,35.0,73.0,999.0,3.28,0.7,9.5,red,6.0
10.0,0.49,0.2,11.0,71.0,13.0,50.0,1.2015,3.16,0.69,9.2,red,6.0
10.0,0.49,0.2,11.0,71.0,13.0,50.0,1.2015,3.16,0.69,9.2,red,6.0
11.6,0.53,0.66,3.65,121.0,6.0,14.0,9.978,3.05,0.74,11.5,red,7.0
10.3,0.44,0.5,4.5,107.0,5.0,13.0,998.0,3.28,0.83,11.5,red,5.0
13.4,0.27,0.62,2.6,82.0,6.0,21.0,1.2002,3.16,0.67,9.7,red,6.0
10.7,0.46,0.39,2.0,61.0,7.0,15.0,9.981,3.18,0.62,9.5,red,5.0
10.2,0.36,0.64,2.9,122.0,10.0,41.0,998.0,3.23,0.66,12.5,red,6.0
10.2,0.36,0.64,2.9,122.0,10.0,41.0,998.0,3.23,0.66,12.5,red,6.0
8.0,0.58,0.28,3.2,66.0,21.0,114.0,9.973,3.22,0.54,9.4,red,6.0
None,0.56,0.08,2.1,105.0,16.0,44.0,9.958,3.13,0.52,11,red,5.0
7.9,0.65,0.01,2.5,78.0,17.0,38.0,9.963,3.34,0.74,11.7,red,7.0
11.9,695.0,0.53,3.4,128.0,7.0,21.0,9.992,3.17,0.84,12.2,red,7.0
8.9,0.43,0.45,1.9,52.0,6.0,16.0,9.948,3.35,0.7,12.5,red,6.0
None,0.43,0.32,2.8,0.08,29.0,58.0,9.974,3.31,0.64,10.3,red,5.0
12.4,0.49,0.58,3.0,103.0,28.0,99.0,1.2008,3.16,1.0,11.5,red,6.0
12.5,0.28,0.54,2.3,82.0,12.0,29.0,9.997,3.11,1.36,9.8,red,7.0
12.2,0.34,0.5,2.4,66.0,10.0,21.0,1.0,3.12,1.18,9.2,red,6.0
10.6,0.42,0.48,2.7,65.0,5.0,18.0,9.972,3.21,0.87,11.3,red,6.0
10.9,0.39,0.47,1.8,118.0,6.0,14.0,9.982,3.3,0.75,9.8,red,6.0
None,0.39,0.47,1.8,118.0,6.0,14.0,9.982,3.3,0.75,9.8,red,6.0
11.9,0.57,0.5,2.6,82.0,6.0,32.0,1.2006,3.12,0.78,10.7,red,6.0
7.0,685.0,0.0,1.9,67.0,40.0,63.0,9.979,3.6,0.81,9.9,red,5.0
6.6,815.0,0.02,2.7,72.0,17.0,34.0,9.955,3.58,0.89,12.3,red,7.0
13.8,0.49,0.67,3.0,93.0,6.0,15.0,9.986,3.02,0.93,12,red,6.0
9.6,0.56,0.31,2.8,89.0,15.0,46.0,9.979,3.11,0.92,10,red,6.0
9.1,785.0,0.0,2.6,93.0,11.0,28.0,9.994,3.36,0.86,9.4,red,6.0
10.7,0.67,0.22,2.7,107.0,17.0,34.0,1.2004,3.28,0.98,9.9,red,6.0
9.1,795.0,0.0,2.6,96.0,11.0,26.0,9.994,3.35,0.83,9.4,red,6.0
None,665.0,0.0,2.4,0.09,8.0,19.0,9.974,3.27,0.73,9.3,red,5.0
13.5,0.53,0.79,4.8,0.12,23.0,77.0,1.2018,3.18,0.77,13,red,5.0
6.1,0.21,0.4,1.4,66.0,40.5,165.0,9.912,3.25,0.59,11.9,red,6.0
6.7,0.75,0.01,2.4,78.0,17.0,32.0,9.955,3.55,0.61,12.8,red,6.0
11.5,0.41,0.52,3.0,0.08,29.0,55.0,1.2001,3.26,0.88,11,red,5.0
10.5,0.42,0.66,2.95,116.0,12.0,29.0,997.0,3.24,0.75,11.7,red,7.0
11.9,0.43,0.66,3.1,109.0,10.0,23.0,1.0,3.15,0.85,10.4,red,7.0
12.6,0.38,0.66,2.6,88.0,10.0,41.0,1.001,3.17,0.68,9.8,red,6.0
8.2,0.7,0.23,2.0,99.0,14.0,81.0,9.973,3.19,0.7,9.4,red,5.0
8.6,0.45,0.31,2.6,86.0,21.0,50.0,9.982,3.37,0.91,9.9,red,6.0
11.9,0.58,0.66,2.5,72.0,6.0,37.0,9.992,3.05,0.56,10,red,5.0
12.5,0.46,0.63,2.0,71.0,6.0,15.0,9.988,2.99,0.87,10.2,red,5.0
12.8,615.0,0.66,5.8,83.0,7.0,42.0,1.2022,3.07,0.73,10,red,7.0
10.0,0.42,0.5,3.4,107.0,7.0,21.0,9.979,3.26,0.93,11.8,red,6.0
12.8,615.0,0.66,5.8,83.0,7.0,42.0,1.2022,3.07,0.73,10,red,7.0
10.4,575.0,0.61,2.6,76.0,11.0,24.0,1.0,3.16,0.69,9,red,5.0
10.3,0.34,0.52,2.8,159.0,15.0,75.0,9.998,3.18,0.64,9.4,red,5.0
9.4,0.27,0.53,2.4,74.0,6.0,18.0,9.962,3.2,1.13,12,red,7.0
6.9,765.0,0.02,2.3,63.0,35.0,63.0,9.975,3.57,0.78,9.9,red,5.0
7.9,0.24,0.4,1.6,56.0,11.0,25.0,9.967,3.32,0.87,8.7,red,6.0
9.1,0.28,0.48,1.8,67.0,26.0,46.0,9.967,3.32,1.04,10.6,red,6.0
7.4,0.55,0.22,2.2,106.0,12.0,72.0,9.959,3.05,0.63,9.2,red,5.0
14.0,0.41,0.63,3.8,89.0,6.0,47.0,1.2014,3.01,0.81,10.8,red,6.0
11.5,0.54,0.71,4.4,124.0,6.0,15.0,9.984,3.01,0.83,11.8,red,7.0
11.5,0.45,0.5,3.0,78.0,19.0,47.0,1.2003,3.26,1.11,11,red,6.0
9.4,0.27,0.53,2.4,74.0,6.0,18.0,9.962,3.2,1.13,12,red,7.0
11.4,625.0,0.66,6.2,88.0,6.0,24.0,9.988,3.11,0.99,13.3,red,6.0
8.3,0.42,0.38,2.5,94.0,24.0,60.0,9.979,3.31,0.7,10.8,red,6.0
None,0.26,0.42,2.0,0.08,11.0,27.0,9.974,3.21,0.8,9.4,red,6.0
13.7,415.0,0.68,2.9,85.0,17.0,43.0,1.2014,3.06,0.8,10,red,6.0
8.3,0.26,0.42,2.0,0.08,11.0,27.0,9.974,3.21,0.8,9.4,red,6.0
8.3,0.26,0.42,2.0,0.08,11.0,27.0,9.974,3.21,0.8,9.4,red,6.0
7.7,0.51,0.28,2.1,87.0,23.0,54.0,998.0,3.42,0.74,9.2,red,5.0
7.4,0.63,0.07,2.4,0.09,11.0,37.0,9.979,3.43,0.76,9.7,red,6.0
7.8,0.54,0.26,2.0,88.0,23.0,48.0,9.981,3.41,0.74,9.2,red,6.0
8.3,0.66,0.15,1.9,79.0,17.0,42.0,9.972,3.31,0.54,9.6,red,6.0
7.8,0.46,0.26,1.9,88.0,23.0,53.0,9.981,3.43,0.74,9.2,red,6.0
9.6,0.38,0.31,2.5,96.0,16.0,49.0,9.982,3.19,0.7,10,red,7.0
5.6,0.85,0.05,1.4,45.0,12.0,88.0,9.924,3.56,0.82,12.9,red,8.0
13.7,415.0,0.68,2.9,85.0,17.0,43.0,1.2014,3.06,0.8,10,red,6.0
9.5,0.37,0.52,2.0,82.0,6.0,26.0,998.0,3.18,0.51,9.5,red,5.0
8.4,665.0,0.61,2.0,112.0,13.0,95.0,997.0,3.16,0.54,9.1,red,5.0
12.7,0.6,0.65,2.3,63.0,6.0,25.0,9.997,3.03,0.57,9.9,red,5.0
12.0,0.37,0.76,4.2,66.0,7.0,38.0,1.2004,3.22,0.6,13,red,7.0
6.6,735.0,0.02,7.9,122.0,68.0,124.0,9.994,3.47,0.53,9.9,red,5.0
11.5,0.59,0.59,2.6,87.0,13.0,49.0,9.988,3.18,0.65,11,red,6.0
11.5,0.59,0.59,2.6,87.0,13.0,49.0,9.988,3.18,0.65,11,red,6.0
8.7,765.0,0.22,2.3,64.0,9.0,42.0,9.963,3.1,0.55,9.4,red,5.0
6.6,735.0,0.02,7.9,122.0,68.0,124.0,9.994,3.47,0.53,9.9,red,5.0
7.7,0.26,0.3,1.7,59.0,20.0,38.0,9.949,3.29,0.47,10.8,red,6.0
12.2,0.48,0.54,2.6,85.0,19.0,64.0,1.0,3.1,0.61,10.5,red,6.0
11.4,0.6,0.49,2.7,85.0,10.0,41.0,9.994,3.15,0.63,10.5,red,6.0
7.7,0.69,0.05,2.7,75.0,15.0,27.0,9.974,3.26,0.61,9.1,red,5.0
8.7,0.31,0.46,1.4,59.0,11.0,25.0,9.966,3.36,0.76,10.1,red,6.0
9.8,0.44,0.47,2.5,63.0,9.0,28.0,9.981,3.24,0.65,10.8,red,6.0
12.0,0.39,0.66,3.0,93.0,12.0,30.0,9.996,3.18,0.63,10.8,red,7.0
10.4,0.34,0.58,3.7,174.0,6.0,16.0,997.0,3.19,0.7,11.3,red,6.0
12.5,0.46,0.49,4.5,0.07,26.0,49.0,9.981,3.05,0.57,9.6,red,4.0
9.0,0.43,0.34,2.5,0.08,26.0,86.0,9.987,3.38,0.62,9.5,red,6.0
9.1,0.45,0.35,2.4,0.08,23.0,78.0,9.987,3.38,0.62,9.5,red,5.0
7.1,735.0,0.16,1.9,0.1,15.0,77.0,9.966,3.27,0.64,9.3,red,5.0
9.9,0.4,0.53,6.7,97.0,6.0,19.0,9.986,3.27,0.82,11.7,red,7.0
8.8,0.52,0.34,2.7,87.0,24.0,122.0,9.982,3.26,0.61,9.5,red,5.0
8.6,725.0,0.24,6.6,117.0,31.0,134.0,1.2014,3.32,1.07,9.3,red,5.0
10.6,0.48,0.64,2.2,111.0,6.0,20.0,997.0,3.26,0.66,11.7,red,6.0
7.0,0.58,0.12,1.9,91.0,34.0,124.0,9.956,3.44,0.48,10.5,red,5.0
11.9,0.38,0.51,2.0,121.0,7.0,20.0,9.996,3.24,0.76,10.4,red,6.0
6.8,0.77,0.0,1.8,66.0,34.0,52.0,9.976,3.62,0.68,9.9,red,5.0
9.5,0.56,0.33,2.4,89.0,35.0,67.0,9.972,3.28,0.73,11.8,red,7.0
6.6,0.84,0.03,2.3,59.0,32.0,48.0,9.952,3.52,0.56,12.3,red,7.0
7.7,0.96,0.2,2.0,47.0,15.0,60.0,9.955,3.36,0.44,10.9,red,5.0
10.5,0.24,0.47,2.1,66.0,6.0,24.0,9.978,3.15,0.9,11,red,7.0
7.7,0.96,0.2,2.0,47.0,15.0,60.0,9.955,3.36,0.44,10.9,red,5.0
6.6,0.84,0.03,2.3,59.0,32.0,48.0,9.952,3.52,0.56,12.3,red,7.0
6.4,0.67,0.08,2.1,45.0,19.0,48.0,9.949,3.49,0.49,11.4,red,6.0
9.5,0.78,0.22,1.9,77.0,6.0,32.0,9.988,3.26,0.56,10.6,red,6.0
9.1,0.52,0.33,1.3,0.07,9.0,30.0,9.978,3.24,0.6,9.3,red,5.0
12.8,0.84,0.63,2.4,88.0,13.0,35.0,9.997,3.1,0.6,10.4,red,6.0
10.5,0.24,0.47,2.1,66.0,6.0,24.0,9.978,3.15,0.9,11,red,7.0
7.8,0.55,0.35,2.2,74.0,21.0,66.0,9.974,3.25,0.56,9.2,red,5.0
11.9,0.37,0.69,2.3,78.0,12.0,24.0,9.958,3.0,0.65,12.8,red,6.0
12.3,0.39,0.63,2.3,91.0,6.0,18.0,1.2004,3.16,0.49,9.5,red,5.0
10.4,0.41,0.55,3.2,76.0,22.0,54.0,9.996,3.15,0.89,9.9,red,6.0
12.3,0.39,0.63,2.3,91.0,6.0,18.0,1.2004,3.16,0.49,9.5,red,5.0
8.0,0.67,0.3,2.0,0.06,38.0,62.0,9.958,3.26,0.56,10.2,red,6.0
11.1,0.45,0.73,3.2,66.0,6.0,22.0,9.986,3.17,0.66,11.2,red,6.0
10.4,0.41,0.55,3.2,76.0,22.0,54.0,9.996,3.15,0.89,9.9,red,6.0
7.0,0.62,0.18,1.5,62.0,7.0,50.0,9.951,3.08,0.6,9.3,red,5.0
12.6,0.31,0.72,2.2,72.0,6.0,29.0,9.987,2.88,0.82,9.8,red,8.0
11.9,0.4,0.65,2.15,68.0,7.0,27.0,9.988,3.06,0.68,11.3,red,6.0
15.6,685.0,0.76,3.7,0.1,6.0,43.0,1.1932,2.95,0.68,11.2,red,7.0
10.0,0.44,0.49,2.7,77.0,11.0,19.0,9.963,3.23,0.63,11.6,red,7.0
5.3,0.57,0.01,1.7,54.0,5.0,27.0,9.934,3.57,0.84,12.5,red,7.0
9.5,735.0,0.1,2.1,79.0,6.0,31.0,9.986,3.23,0.56,10.1,red,6.0
12.5,0.38,0.6,2.6,81.0,31.0,72.0,9.996,3.1,0.73,10.5,red,5.0
9.3,0.48,0.29,2.1,127.0,6.0,16.0,9.968,3.22,0.72,11.2,red,5.0
8.6,0.53,0.22,2.0,0.1,7.0,27.0,9.967,3.2,0.56,10.2,red,6.0
11.9,0.39,0.69,2.8,95.0,17.0,35.0,9.994,3.1,0.61,10.8,red,6.0
11.9,0.39,0.69,2.8,95.0,17.0,35.0,9.994,3.1,0.61,10.8,red,6.0
8.4,0.37,0.53,1.8,413.0,9.0,26.0,9.979,3.06,1.06,9.1,red,6.0
6.8,0.56,0.03,1.7,84.0,18.0,35.0,9.968,3.44,0.63,10,red,6.0
10.4,0.33,0.63,2.8,84.0,5.0,22.0,9.998,3.26,0.74,11.2,red,7.0
7.0,0.23,0.4,1.6,63.0,21.0,67.0,9.952,3.5,0.63,11.1,red,5.0
11.3,0.62,0.67,5.2,86.0,6.0,19.0,9.988,3.22,0.69,13.4,red,8.0
8.9,0.59,0.39,2.3,95.0,5.0,22.0,9.986,3.37,0.58,10.3,red,5.0
9.2,0.63,0.21,2.7,97.0,29.0,65.0,9.988,3.28,0.58,9.6,red,5.0
10.4,0.33,0.63,2.8,84.0,5.0,22.0,9.998,3.26,0.74,11.2,red,7.0
11.6,0.58,0.66,2.2,74.0,10.0,47.0,1.2008,3.25,0.57,9,red,3.0
9.2,0.43,0.52,2.3,83.0,14.0,23.0,9.976,3.35,0.61,11.3,red,6.0
8.3,615.0,0.22,2.6,87.0,6.0,19.0,9.982,3.26,0.61,9.3,red,5.0
11.0,0.26,0.68,2.55,85.0,10.0,25.0,997.0,3.18,0.61,11.8,red,5.0
8.1,0.66,0.7,2.2,98.0,25.0,129.0,9.972,3.08,0.53,9,red,5.0
11.5,315.0,0.54,2.1,84.0,5.0,15.0,9.987,2.98,0.7,9.2,red,6.0
10.0,0.29,0.4,2.9,98.0,10.0,26.0,1.2006,3.48,0.91,9.7,red,5.0
10.3,0.5,0.42,2.0,69.0,21.0,51.0,9.982,3.16,0.72,11.5,red,6.0
8.8,0.46,0.45,2.6,65.0,7.0,18.0,9.947,3.32,0.79,14,red,6.0
11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,red,6.0
8.7,0.82,0.02,1.2,0.07,36.0,48.0,9.952,3.2,0.58,9.8,red,5.0
13.0,0.32,0.65,2.6,93.0,15.0,47.0,9.996,3.05,0.61,10.6,red,5.0
9.6,0.54,0.42,2.4,81.0,25.0,52.0,997.0,3.2,0.71,11.4,red,6.0
12.5,0.37,0.55,2.6,83.0,25.0,68.0,9.995,3.15,0.82,10.4,red,6.0
9.9,0.35,0.55,2.1,62.0,5.0,14.0,9.971,3.26,0.79,10.6,red,5.0
10.5,0.28,0.51,1.7,0.08,10.0,24.0,9.982,3.2,0.89,9.4,red,6.0
9.6,0.68,0.24,2.2,87.0,5.0,28.0,9.988,3.14,0.6,10.2,red,5.0
9.3,0.27,0.41,2.0,91.0,6.0,16.0,998.0,3.28,0.7,9.7,red,5.0
10.4,0.24,0.49,1.8,75.0,6.0,20.0,9.977,3.18,1.06,11,red,6.0
9.6,0.68,0.24,2.2,87.0,5.0,28.0,9.988,3.14,0.6,10.2,red,5.0
9.4,685.0,0.11,2.7,77.0,6.0,31.0,9.984,3.19,0.7,10.1,red,6.0
10.6,0.28,0.39,15.5,69.0,6.0,23.0,1.2026,3.12,0.66,9.2,red,5.0
9.4,0.3,0.56,2.8,0.08,6.0,17.0,9.964,3.15,0.92,11.7,red,8.0
10.6,0.36,0.59,2.2,152.0,6.0,18.0,9.986,3.04,1.05,9.4,red,5.0
10.6,0.36,0.6,2.2,152.0,7.0,18.0,9.986,3.04,1.06,9.4,red,5.0
10.6,0.44,0.68,4.1,114.0,6.0,24.0,997.0,3.06,0.66,13.4,red,6.0
10.2,0.67,0.39,1.9,54.0,6.0,17.0,9.976,3.17,0.47,10,red,5.0
10.2,0.67,0.39,1.9,54.0,6.0,17.0,9.976,3.17,0.47,10,red,5.0
10.2,645.0,0.36,1.8,53.0,5.0,14.0,9.982,3.17,0.42,10,red,6.0
11.6,0.32,0.55,2.8,81.0,35.0,67.0,1.2002,3.32,0.92,10.8,red,7.0
9.3,0.39,0.4,2.6,73.0,10.0,26.0,9.984,3.34,0.75,10.2,red,6.0
9.3,775.0,0.27,2.8,78.0,24.0,56.0,9.984,3.31,0.67,10.6,red,6.0
9.2,0.41,0.5,2.5,55.0,12.0,25.0,9.952,3.34,0.79,13.3,red,7.0
8.9,0.4,0.51,2.6,52.0,13.0,27.0,995.0,3.32,0.9,13.4,red,7.0
8.7,0.69,0.31,3.0,86.0,23.0,81.0,1.2002,3.48,0.74,11.6,red,6.0
6.5,0.39,0.23,8.3,51.0,28.0,91.0,9.952,3.44,0.55,12.1,red,6.0
10.7,0.35,0.53,2.6,0.07,5.0,16.0,9.972,3.15,0.65,11,red,8.0
7.8,0.52,0.25,1.9,81.0,14.0,38.0,9.984,3.43,0.65,9,red,6.0
7.2,0.34,0.32,2.5,0.09,43.0,113.0,9.966,3.32,0.79,11.1,red,5.0
10.7,0.35,0.53,2.6,0.07,5.0,16.0,9.972,3.15,0.65,11,red,8.0
8.7,0.69,0.31,3.0,86.0,23.0,81.0,1.2002,3.48,0.74,11.6,red,6.0
7.8,0.52,0.25,1.9,81.0,14.0,38.0,9.984,3.43,0.65,9,red,6.0
10.4,0.44,0.73,6.55,74.0,38.0,76.0,999.0,3.17,0.85,12,red,7.0
10.4,0.44,0.73,6.55,74.0,38.0,76.0,999.0,3.17,0.85,12,red,7.0
10.5,0.26,0.47,1.9,78.0,6.0,24.0,9.976,3.18,1.04,10.9,red,7.0
10.5,0.24,0.42,1.8,77.0,6.0,22.0,9.976,3.21,1.05,10.8,red,7.0
10.2,0.49,0.63,2.9,72.0,10.0,26.0,9.968,3.16,0.78,12.5,red,7.0
None,0.24,0.46,1.8,75.0,6.0,21.0,9.976,3.25,1.02,10.8,red,7.0
11.2,0.67,0.55,2.3,84.0,6.0,13.0,1.0,3.17,0.71,9.5,red,6.0
10.0,0.59,0.31,2.2,0.09,26.0,62.0,9.994,3.18,0.63,10.2,red,6.0
13.3,0.29,0.75,2.8,84.0,23.0,43.0,9.986,3.04,0.68,11.4,red,7.0
12.4,0.42,0.49,4.6,73.0,19.0,43.0,9.978,3.02,0.61,9.5,red,5.0
10.0,0.59,0.31,2.2,0.09,26.0,62.0,9.994,3.18,0.63,10.2,red,6.0
10.7,0.4,0.48,2.1,125.0,15.0,49.0,998.0,3.03,0.81,9.7,red,6.0
10.5,0.51,0.64,2.4,107.0,6.0,15.0,9.973,3.09,0.66,11.8,red,7.0
10.5,0.51,0.64,2.4,107.0,6.0,15.0,9.973,3.09,0.66,11.8,red,7.0
8.5,655.0,0.49,6.1,122.0,34.0,151.0,1.001,3.31,1.14,9.3,red,5.0
12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,red,6.0
10.4,0.61,0.49,2.1,0.2,5.0,16.0,9.994,3.16,0.63,8.4,red,3.0
10.9,0.21,0.49,2.8,88.0,11.0,32.0,9.972,3.22,0.68,11.7,red,6.0
7.3,365.0,0.49,2.5,88.0,39.0,106.0,9.966,3.36,0.78,11,red,5.0
9.8,0.25,0.49,2.7,88.0,15.0,33.0,9.982,3.42,0.9,10,red,6.0
7.6,0.41,0.49,2.0,88.0,16.0,43.0,998.0,3.48,0.64,9.1,red,5.0
8.2,0.39,0.49,2.3,99.0,47.0,133.0,9.979,3.38,0.99,9.8,red,5.0
9.3,0.4,0.49,2.5,85.0,38.0,142.0,9.978,3.22,0.55,9.4,red,5.0
9.2,0.43,0.49,2.4,86.0,23.0,116.0,9.976,3.23,0.64,9.5,red,5.0
10.4,0.64,0.24,2.8,105.0,29.0,53.0,9.998,3.24,0.67,9.9,red,5.0
7.3,365.0,0.49,2.5,88.0,39.0,106.0,9.966,3.36,0.78,11,red,5.0
7.0,0.38,0.49,2.5,97.0,33.0,85.0,9.962,3.39,0.77,11.4,red,6.0
8.2,0.42,0.49,2.6,84.0,32.0,55.0,9.988,3.34,0.75,8.7,red,6.0
9.9,0.63,0.24,2.4,77.0,6.0,33.0,9.974,3.09,0.57,9.4,red,5.0
9.1,0.22,0.24,2.1,78.0,1.0,28.0,999.0,3.41,0.87,10.3,red,6.0
11.9,0.38,0.49,2.7,98.0,12.0,42.0,1.2004,3.16,0.61,10.3,red,5.0
11.9,0.38,0.49,2.7,98.0,12.0,42.0,1.2004,3.16,0.61,10.3,red,5.0
10.3,0.27,0.24,2.1,72.0,15.0,33.0,9.956,3.22,0.66,12.8,red,6.0
10.0,0.48,0.24,2.7,102.0,13.0,32.0,1.0,3.28,0.56,10,red,6.0
9.1,0.22,0.24,2.1,78.0,1.0,28.0,999.0,3.41,0.87,10.3,red,6.0
9.9,0.63,0.24,2.4,77.0,6.0,33.0,9.974,3.09,0.57,9.4,red,5.0
8.1,825.0,0.24,2.1,84.0,5.0,13.0,9.972,3.37,0.77,10.7,red,6.0
12.9,0.35,0.49,5.8,66.0,5.0,35.0,1.2014,3.2,0.66,12,red,7.0
11.2,0.5,0.74,5.15,0.1,5.0,17.0,9.996,3.22,0.62,11.2,red,5.0
9.2,0.59,0.24,3.3,101.0,20.0,47.0,9.988,3.26,0.67,9.6,red,5.0
9.5,0.46,0.49,6.3,64.0,5.0,17.0,9.988,3.21,0.73,11,red,6.0
9.3,715.0,0.24,2.1,0.07,5.0,20.0,9.966,3.12,0.59,9.9,red,5.0
None,0.66,0.24,2.5,85.0,16.0,53.0,9.993,3.06,0.72,11,red,6.0
14.3,0.31,0.74,1.8,75.0,6.0,15.0,1.2008,2.86,0.79,8.4,red,6.0
9.1,0.47,0.49,2.6,94.0,38.0,106.0,9.982,3.08,0.59,9.1,red,5.0
7.5,0.55,0.24,2.0,78.0,10.0,28.0,9.983,3.45,0.78,9.5,red,6.0
10.6,0.31,0.49,2.5,67.0,6.0,21.0,9.987,3.26,0.86,10.7,red,6.0
12.4,0.35,0.49,2.6,79.0,27.0,69.0,9.994,3.12,0.75,10.4,red,6.0
9.0,0.53,0.49,1.9,171.0,6.0,25.0,9.975,3.27,0.61,9.4,red,6.0
6.8,0.51,0.01,2.1,74.0,9.0,25.0,9.958,3.33,0.56,9.5,red,6.0
9.4,0.43,0.24,2.8,92.0,14.0,45.0,998.0,3.19,0.73,10,red,6.0
9.5,0.46,0.24,2.7,92.0,14.0,44.0,998.0,3.12,0.74,10,red,6.0
5.0,1.04,0.24,1.6,0.05,32.0,96.0,9.934,3.74,0.62,11.5,red,5.0
15.5,645.0,0.49,4.2,95.0,10.0,23.0,100.315,2.92,0.74,11.1,red,5.0
15.5,645.0,0.49,4.2,95.0,10.0,23.0,100.315,2.92,0.74,11.1,red,5.0
10.9,0.53,0.49,4.6,118.0,10.0,17.0,1.2002,3.07,0.56,11.7,red,6.0
15.6,645.0,0.49,4.2,95.0,10.0,23.0,100.315,2.92,0.74,11.1,red,5.0
